"comments","likes","shares","text"
"121","56486","325","India start the #U19WorldCup Super Six stage with a resounding win against New Zealand.

Match highlights with Hindi commentary 📺"
"306","9387","27","Nepal's #U19WorldCup captain Dev Khanal believes the team stood up and showed their character as they qualified for the Super Six stage 🙌

More ➡️ https://bit.ly/48UavfA"
"27","1067","12","New #1 T20I batter 🌟

Australia's Beth Mooney has leapfrogged teammate Tahlia McGrath to claim the top spot in the ICC Women's Player Rankings.

More ➡️ https://bit.ly/490iMig"
"9","256","5","📈 Pakistan and West Indies secure crucial points
🔥 India register a 214-run win against New Zealand

Everything you need to know from Day 1 of the Super Six stage of #U19WorldCup 2024 ⬇️"
"5","602","15","Day 1 of the #U19WorldCup Super Six stage in 90 seconds with Samuel Badree ⌚🔥

#Cricket #CricketReels"
"2831","86236","3122","""It's a feeling. It's an emotion"" 💬

Andrew Leonard takes us through the massive fanbase of Nepal cricket 📽

#U19WorldCup"
"23","453","3","India, Pakistan and West Indies started the Super Six phase of the 2024 #U19WorldCup with wins 👊"
"12","685","5","Presenting the new rendition of Head, Shoulders, Knees and Toes from Australia 😁

#U19WorldCup #Cricket #CricketReels"
"44","5085","36","Another impressive performance by West Indies as they defeat Sri Lanka by three wickets in a thrilling final-over win 🙌

Match Highlights 📽️

#U19WorldCup"
"178","5287","44","When Nepal pulled off a heist at the #U19WorldCup 2024 🤩

@cricketbadge delves into their epic journey so far in @dpworld Smart Perspectives 💬"
"11","494","10","Another impressive performance by West Indies as they defeat Sri Lanka by three wickets in a thrilling final-over win 🙌

Match Highlights 📽️

#U19WorldCup"
"31","884","10","Steve Wedderburn's 61 anchored the West Indies chase against Sri Lanka 👌

He wins the aramco #POTM.

#U19WorldCup #SLvWI"
"43","2685","23","Pakistan secure their first win in Super Six, defeating Ireland by three wickets.

Match Highlights 📽️

#U19WorldCup"
"33","2939","25","It came down to the last over but West Indies kept their cool to win their first Super Six encounter of the #U19WorldCup 2024 🥳"
"27","1193","9","West Indies are pumped after a thrilling win over Sri Lanka 🤩

#U19WorldCup #Cricket #CricketReels"
"188","75086","509","Pakistan secure their first win in Super Six, defeating Ireland by three wickets.

Match Highlights 📽️

#U19WorldCup"
"712","91605","3033","Musheer Khan hit his second ton of the #U19WorldCup 2024 💥

His 131 against New Zealand has earned him the aramco POTM.

Relive his knock 📽️"
"93","21360","129","Another dominating performance by India as they secure their fourth straight win in the #U19WorldCup 2024, defeating New Zealand by 214 runs 👏

Match Highlights 📽️"
"11","341","2","South Africa openers Steve Stolk and Lhuan-Dre Pretorius have lit up the #U19WorldCup 2024 with their aggressive and classy batting display 🌟

Watch their story 📽️"
"361","14131","85","Pakistan overcame a spirited effort from Ireland to win in Potchefstroom 👏

#U19WorldCup #PAKvIRE"
"18","946","14","Another dominating performance by India as they secure their fourth straight win in the #U19WorldCup 2024, defeating New Zealand by 214 runs 👏

Match Highlights 📽️"
"3","893","3","Soothing symphony of willow ft. Zimbabwe 🏏

#U19WorldCup #Cricket #CricketReels"
"144","5241","72","Musheer Khan's stirring 131 secures him the aramco #POTM 👊

#U19WorldCup #INDvNZ"
"220","7013","85","India were in sensational form in their #U19WorldCup 2024 Super Six fixture against New Zealand 👌

#INDvNZ"
"25","1041","5","A four followed by a six – Steve Wedderburn is showing his power 💪

#U19WorldCup"
"31","8683","66","Bask in the applause, Musheer Khan 🙌

#U19WorldCup #Cricket #CricketReels"
"11","831","3","Precision and power – Steve Wedderburn shows off his range 👏

#U19WorldCup #Cricket #CricketReels"
"14","1020","6","Windies openers are on the charge early!

#U19WorldCup #Cricket #CricketReels"
"13","1580","9","West Indies mean business as both openers smash sixes to announce their intent.

#U19WorldCup"
"79","6670","57","What a start 🤩

This 🔥 wicket from Raj Limbani is one of the moments that could be featured in your FanCraze Crictos Collectible packs!

Visit www.crictos.com to own iconic moments from the #U19WorldCup"
"96","48260","229","A dream start for Raj Limbani and India 😍

#U19WorldCup #Cricket #CricketReels"
"103","5468","125","Musheer Khan is the leading run-scorer in the #U19WorldCup after his scintillating 131 against New Zealand 🤩

#INDvNZ"
"142","75092","313","A sizzling over from Raj Limbani has given India the perfect fiery start 💥

#U19WorldCup"
"29","1836","16","What a start 🤩

This 🔥 wicket from Raj Limbani is one of the moments that could be featured in your @0xfancraze Crictos Collectible packs!

Visit Crictos.com to own iconic moments from the #U19WorldCup"
"57","3355","33","Raj Limbani is on a roll and has picked up two wickets in the first over 🔥

#U19WorldCup #Cricket #CricketReels"
"100","11719","62","Raj Limbani picks up two wickets in the first over New Zealand’s innings 🔥

New Zealand are 0/2!

#U19WorldCup"
"79","8184","38","Bowled ‘im 💥

Oliver Riley is castled by Amir Hassan as Ireland are bowled out for 181.

#U19WorldCup"
"21","5554","19","Amir Hassan on target 🎯

#U19WorldCup #Cricket #CricketReels"
"31","1015","7","Top of the world 🌏

Beth Mooney is back as the new No.1 Women's T20I batter 👏

More ➡️ https://bit.ly/3SgVjCg"
"1031","39109","351","Musheer Khan hits his second hundred of #U19WorldCup 2024 👊

#INDvNZ"
"43","6232","39","Musheer Khan goes down on one knee and slog sweeps powerfully for a maximum over mid-wicket 💥

#U19WorldCup"
"26","2303","17","Musheer Khan slog sweeps with authority 👊

#U19WorldCup #Cricket #CricketReels"
"79","11849","57","Pakistan bowlers on top of their game against Ireland 🔥

#U19WorldCup #Cricket #CricketReels"
"198","14953","94","What a start by the Pakistan bowlers 🔥

Ireland have lost half their side with just 39 on board.

#U19WorldCup"
"50","782","13","World Cup memories don’t get much better than this 👀

 #U19WorldCup #Cricket #CricketReels #T20WorldCup"
"43","9281","37","“Shades of Tendulkar in that one.”

Musheer Khan has employed a beautiful upper cut to send the ball racing towards the boundary 👌

#U19WorldCup"
"27","2382","17","Innovation flows in Musheer Khan’s veins 👀

#U19WorldCup #Cricket #CricketReels"
"26","387","6","A new No.1 ranked batter in the world as star Australia opener reclaims the premier position on the latest Women's T20I Player Rankings 🙌

Details 👇"
"164","6430","102","In a @starsportsindia interview last year ICC ODI Player of the Year Award-winner Virat Kohli discussed the evolution of the format and the key approaches to his success ✨

#cricket #cricketreels #iccawards"
"20","376","7","Oscar Jackson's ultimate cricketer would be a joy to watch 🤩

#U19WorldCup #Cricket #CricketReels"
"39","983","7","A final word of advice from Anrich Nortje ahead of the #U19WorldCup Super Six stage 🗣

More 👉 https://bit.ly/48UEWCk"
"25","1323","18","Batting, keeping and leadership lessons thanks to Kumar Sangakkara and MS Dhoni 📺

#U19WorldCup #Cricket #CricketReels"
"58","2016","15","Nothing but middle 🤌

#U19WorldCup #Cricket #CricketReels"
"241","1794","5","Can Afghanistan upset Sri Lanka in their red-ball return?

More ahead of the #SLvAFG Test in Colombo 👇"
"318","4617","33","Ready for the #U19WorldCup Super Six stage 👊

Future stars of Nepal reflect on their triumph over Afghanistan as they look ahead to their next challenge 🗣"
"108","1666","17","Three crucial fixtures to bring in the Super Six stage of the #U19WorldCup 🏏

More on the Super Six format and fixtures here 📲 https://bit.ly/47XC1HA"
"53","3217","19","Some friendly competition 😉

#U19WorldCup #Cricket #CricketReels"
"87","1087","9","The competition's heating up 🔥

The experts predict their #U19WorldCup finalists as we enter the Super Six stage of the tournament 💭

#Cricket #CricketReels"
"432","35969","382","Meet the quick setting the #U19WorldCup on fire 🔥

Ubaid Shah speaks about his journey to the U19 World Cup and the inspiration he receives from his brothers ✨"
"112","1941","8","India fast bowler Jasprit Bumrah has been handed an official reprimand after breaching the ICC Code of Conduct.

More 👉 https://bit.ly/3ugbkQL"
"7","1830","20","The architect behind India's 2022 #U19WorldCup success and how his team are planning for a record sixth title 🏆"
"11","286","5","Down 1-0 in a crucial #WTC25 series and now without two key players 👀

More as India shuffle their squad ahead of the second #INDvENG Test 👇"
"18","771","5","East London, YOU were amazing 👏

Thanks for putting on a show at the #U19WorldCup 🙏"
"278","6786","36","Shamar Joseph delivered a masterclass against the Aussies in the second Test 💪

More on his terrific second-innings spell in Brisbane ➡️ https://bit.ly/3SklfN6

#WTC25 | #AUSvWI"
"21","610","9","Out in the nets with Isai Thorne 🏏

#U19WorldCup #cricket #cricketreels"
"206","1763","9","India head coach Rahul Dravid has full faith in his spinners and their ability to tackle Ollie Pope in the next match.

More ➡️ https://bit.ly/3UiPVkn

#WTC25 | #INDvENG"
"1116","12426","62","India will be without two more key players for the second #INDvENG Test in Vizag 😮

Details 👉 https://bit.ly/3HEh0Y2

#WTC25"
"70","1525","12","“What a beauty!” 🤩

Catch all the Fantastic Fours from the previous week of #U19WorldCup 2024, brought to you by IndusInd Bank"
"19","590","5","Anrich Nortje provides his outlook on the 2024 #U19WorldCup ahead of the Super Six stage of the tournament 👊"
"44","2183","16","Some outstanding catches feature in the Emirates Fly Better Moments from week two of the 2024 #U19WorldCup 🤩"
"107","1807","6","Afghanistan will be without Rashid Khan for the one-off Test against Sri Lanka 👀

Squad details 👇 

#SLvAFG"
"286","9264","121","What’s your story of the #U19WorldCup 2024 so far? 🤔

#cricket #cricketreels"
"105","783","5","Two potential debutants in India’s revised squad for the second Test against England 👀

#WTC25 | #INDvENG"
"464","47033","326","In a low-scoring thriller, Nepal held their nerve to record a one-wicket victory over Afghanistan and make to the Super Six stage of #U19WorldCup 2024 💥

Watch the Match Highlights with Nepali commentary 📽️"
"33","2252","14","What has been the highlight of the #U19WorldCup 2024 so far? ✨

#cricket #cricketreels"
"34","303","9","The Code of Conduct breach occurred during the fourth day of #INDvENG first Test in Hyderabad 👀

Details 👇"
"99","2691","18","Tom Hartley made waves for England in their smashing win against India in the first Test 🙌

Details ➡️ https://bit.ly/3ShE6IT

#WTC25 | #INDvENG"
"286","92371","57","It's Saumy Pandey's turn on the This or That hotseat 👀

#U19WorldCup #Cricket #CricketReels"
"3289","12905","19","Which #U19WorldCup star will be playing for their senior team this year? 🤔"
"33","1888","10","Grant Elliott dropping core memories 🌟💭

#U19WorldCup #Cricket #CricketReels"
"55","725","7","On top in back-to-back years 🏆🏆

Nasser Hussain has led the plaudits of Nat Sciver-Brunt in the latest 100% Cricket Podcast 🎧

More 👉 https://bit.ly/4bcoSxj"
"30","1138","9","Now that’s what I’d call using your head 👉🙂

#U19WorldCup #Cricket #CricketReels"
"60","2003","11","An #U19WorldCup masterclass from Arshin Kulkarni 💯

Watch the full highlights 🎥 https://bit.ly/3vQTUdY"
"12","263","3","Looking ahead to the Super Six stage 👀

More as teams continue on their path to #U19WorldCup glory 👇"
"606","11696","59","The latest #WTC25 standings following 24 hours of box office Test match cricket 🎟

#AUSvWI #INDvENG"
"65","9087","35","A century from Arshin Kulkarni guided India to a 201 run victory over the USA 🇮🇳

Watch the Hindi highlights as India topped Group A at the #U19WorldCup 📺"
"254","8216","55","The young guns leading the way with the ball as we enter the Super Six stage of the #U19WorldCup 🎯

More stats 📲 https://bit.ly/3Ol3nk0"
"127","8623","94","🔹 Seven wicket haul
🔹 Player of the Match
🔹 Player of the Series

All after potentially not taking to the field. Shamar Joseph: Cricket's newest star ⭐

More 👉 https://bit.ly/3u00vCs"
"54","9483","92","So wholesome 🫶 🥹

A proud moment for Arshin Kulkarni and his family 💯

#U19WorldCup #Cricket #CricketReels"
"42","970","12","India and Australia showed their class with dominant wins on Sunday in the 2024 #U19WorldCup 👌

#cricket #cricketreels"
"118","396","3","Rahul Dravid pinpointed the difference between the two teams after India's rare loss at home in the first #INDvENG Test in Hyderabad 👀

#WTC25"
"21","390","5","India, Australia registered statement wins to end the Group stage of the 2024 #U19WorldCup on a high 👊

"
"180","4557","41","🎙️ “Nepal have taken the most incredible victory you’d ever imagine.”

Still can’t get over this thrilling one-wicket win that helped Nepal secure a Super Six spot at the #U19WorldCup 2024 🔥🔥🔥

Match Highlights 📽️"
"941","18588","269","The confirmed fixture list for the Super Six stage of the #U19WorldCup 2024 is out 🗒

✍: https://bit.ly/3UeEUAD"
"12","735","3","Ryan Hicks’ measured 77* earned him the aramco POTM against Sri Lanka 👌

Relive his knock 📽️

#U19WorldCup"
"12","548","9","A comfortable victory for Australia as they defeat Sri Lanka by six wickets and finish at the top of Group C 👏

Match Highlights 📽️

#U19WorldCup"
"7","435","7","Another dominating performance by India as they finish at the top in Group A with a 201-run victory over USA 💪

Match Highlights 📽️

#U19WorldCup"
"36","10512","57","A comfortable victory for Australia as they defeat Sri Lanka by six wickets and finish at the top of Group C 👏 

Match Highlights 📽️

#U19WorldCup"
"49","1017","10","Arshin Kulkarni is the aramco #POTM on the back of a match-winning ton 🎇

#U19WorldCup #INDvUSA"
"34","621","5","Super Six fixtures 🔒

1⃣2⃣ teams will battle it out in the next stage of the #U19WorldCup 2024!"
"26","813","7","A sturdy 77* from Ryan Hicks helped Australia win in Kimberley 👌

He's the aramco #POTM.

#U19WorldCup #AUSvSL"
"197","3561","19","India's spirited victory in Bloemfontein helps them finish at the top of Group A 👀

#U19WorldCup #INDvUSA"
"11","1558","5","Kulkarni 💯 👏

This century moment could be featured in your @0xfancraze Crictos Collectible packs!

Visit Crictos.com to own iconic moments from the #U19WorldCup"
"21","1085","7","Kulkarni 💯 👏
 
This century moment could be featured in your FanCraze Crictos Collectible packs!

Visit Crictos.com to own iconic moments from the #U19WorldCup"
"61","2650","33","Australia overcame a resilient Sri Lanka in Kimberley 🎉

#U19WorldCup #AUSvSL"
"102","1102","75","The ban imposed by the ICC on Sri Lanka Cricket in November 2023 has been lifted."
"31","2669","26","An incredible over by Malsha Tharupathi that results in the wicket of Sam Konstas, who is trapped in front on 23 ☝️ 

#U19WorldCup"
"18","1512","24","Malsha Tharupathi bowls a ripper 🤯 

#U19WorldCup #cricket #cricketreels"
"24","3096","3","Indian pacers are on 🔥🔥

#U19WorldCup #Cricket #CricketReels"
"71","2795","11","India pacers are on 🔥, reducing USA to 2/2!

#U19WorldCup"
"12","1752","5","Arshin Kulkarni’s incredible century earns a big thumbs up from his parents 😁

#U19WorldCup #Cricket #CricketReels"
"177","1213","13","Two young stars sizzled in a remarkable win for England in Hyderabad ✨

#WTC25 | #INDvENG Report 👇"
"419","25291","166","Aakash Chand's riveting new-ball spell helped Nepal beat Afghanistan in East London on Friday and helped his team win a cruical game 💥

Watch his performance in the aramco POTM highlights 📽️"
"2676","38229","561","A special spell from Tom Hartley leads England to an extraordinary win in the opening Test against India 👏

#WTC25 | 📝 #INDvENG: https://bit.ly/4baT6k9"
"9","294","3","🔸Arshin Kulkarni's century guides India to a strong total versus USA 👊
🔸Australia bowlers dominate in Kimberley 👌

#U19WorldCup #INDvUSA #AUSvSL

"
"350","27418","251","🎙️ “Nepal have taken the most incredible victory you’d ever imagine.”

Still can’t get over this thrilling one-wicket win that helped Nepal secure a Super Six spot at the #U19WorldCup 2024 🔥🔥🔥

Match Highlights 📽️"
"9","1059","3","Mahli Beardman swings one in and knocks Vishwa Lahiru’s leg stump over.

#U19WorldCup"
"9","866","6","Mahli Beardman has the leg stump flat on the ground 💥

#U19WorldCup #Cricket #CricketReels"
"5","1178","6","A classy century from Arshin Kulkarni 👌

#U19WorldCup #Cricket #CricketReels"
"83","5837","15","What a knock from Arshin Kulkarni as he brings up his century with a four through fine leg 🙌

#U19WorldCup"
"84","4382","16","A ton to remember for Arshin Kulkarni 🤩

#U19WorldCup #INDvUSA"
"121","13822","179","Game recognises game 🤝

#WTC25 | #AUSvWI"
"55","2431","50","First six of the innings for Sri Lanka as Dinura Kalupahana hits one over backward square leg 👌

#U19WorldCup"
"20","1097","17","Dinura Kalupahana hits the first six of the Sri Lankan innings 🙌

#U19WorldCup #Cricket #CricketReels"
"45","4454","17","Arshin Kulkarni on the charge 💥

#U19WorldCup #Cricket #CricketReels"
"19","3041","8","Arshin Kulkarni takes charge of India’s innings, hitting two big sixes 🙌

#U19WorldCup"
"475","8145","66","The #WTC25 standings after the thriller at Gabba 🤩 

How the last day panned out 👉 https://bit.ly/3vUSrDy"
"200","1231","17","An inspired bowling spell from Shamar Joseph took West Indies to an unforgettable victory against Australia 👏

#WTC25 | #AUSvWI"
"831","24389","583","🎙️ “The West Indies have created the most amazing thing here in the world of cricket.”

#WTC25| #AUSvWI 📝: https://bit.ly/3UifGBr"
"3164","74041","1966","Incredible scenes at the Gabba as West Indies win their first Test on Australian soil in nearly 27 years!

#WTC25 | #AUSvWI 📝: https://bit.ly/3Sxw0Nx"
"24","408","0","Back-to-back ICC Women's Cricketer of the Year awards is just the start 🏅✨

In the latest 100% Cricket podcast, Nasser Hussain and Lisa Sthalekar delve into Nat Sciver-Brunt's successes and future potential 🎧"
"13","471","3","Alexander Volschenk's ultimate cricketer is certainly imposing 👊

#U19WorldCup #Cricket #CricketReels"
"9","1211","7","India legend VVS Laxman shares his wisdom with the #U19WorldCup stars.

#Cricket #CricketReels"
"48","1958","10","South Africa's Steve Stolk produced one of the most entertaining knocks in #U19WorldCup history 🔥

Watch highlights ➡️ https://bit.ly/3SgD0gv"
"13","360","5","History 📚

South Africa claim their first win against Australia in a women's T20I as they prime for a #T20WorldCup later in the year 👏

More from #AUSvSA 👇"
"21","665","6","Pressing on in their campaign with family by their side 👊

Zimbabwe's future stars and the loved ones of the Minor Chevrons discuss the #U19WorldCup dream 🏆"
"49","2148","21","Protea power in Canberra!

Laura Wolvaardt and South Africa claim their first ever women's T20I victory over Australia and two crucial points in their multi-format series 👏

#AUSvSA scorecard: https://bit.ly/48MDlyk"
"27","1715","11","Pressing on in their campaign with family by their side 👊

Zimbabwe's future stars and the loved ones of the Minor Chevrons discuss the #U19WorldCup dream"
"24","1149","4","Day 9 of the #U19WorldCup showcased dominant performances from Pakistan and South Africa, with Zimbabwe securing a Super Six spot 🙌"
"24","4144","16","""My favourite player is Hardik Pandya."" soee💬

All-rounder Arshin Kulkarni is living his dream of representing India at the #U19WorldCup 💫"
"13","420","3","The opening #WTC25 Test between India and England is up for grabs heading into the fourth day and both camps are still confident of victory 🤔

More from #INDvENG ⬇️"
"10","1132","19","Incredible hitting by Steve Stolk 🙌

#Cricket #CricketReels #U19WorldCup"
"39","786","12","The final day of the #U19WorldCup group stage!

Australia and Sri Lanka battle for top spot in Group C as USA challenge India in Group A 👀

Details on where to watch 📺 https://bit.ly/3SpGZZn"
"17","461","16","A former international himself, Sri Lanka coach Jehan Mubarak is helping blueprint the future of his country's future stars 💫"
"64","3428","162","A former international himself, Sri Lanka coach Jehan Mubarak is helping blueprint the future of his country's future stars 💫"
"10","691","6","A batting masterclass by South Africa 🔥

Fans, family and players reveled in a phenomenal display in Potchefstroom as the hosts topped Group B.

#U19WorldCup"
"23","545","4","🇵🇰 A dominant 10-wicket win for Pakistan
🤯 Steve Stolk smashes 34 runs in an over
🌟 Zimbabwe qualify for the Super Six stage

Everything you need to know from Day 9 of #U19WorldCup 2024 ⬇️"
"460","73602","163","Australian young gun Sam Konstas put to the test as he compares the game's greats 👀

#U19WorldCup #Cricket #CricketReels"
"397","8992","67","Steve Stolk's smashing knock against Scotland on Saturday earns a spot in this elite list 😮

#U19WorldCup"
"235","2511","38","Super Six spot locked! 🇿🇼

Sneak-peek into the joyous Zimbabwean dressing room 🤩📽 

#U19WorldCup"
"161","2408","19","Pure joy in the 🇿🇼 camp as they book a Super Six spot at the 2024 #U19WorldCup ✨"
"72","625","5","Ollie Pope's special innings has put the Hyderabad Test in the balance on day three 😯

#WTC25 #INDvENG"
"56","1882","10","The second-last day of #U19WorldCup Group encounters settled key Super Six permutations 👀

#ZIMvNAM #SAvSCO #PAKvNZ

"
"30","1152","7","“It’s been a whirlwind year” 🤩

Rachin Ravindra recaps his amazing performances that saw him win the ICC Men’s Emerging Cricketer of the Year for 2023🎖️"
"24","724","8","Newman Nyamhuri’s fantastic spell of 4/21 earned him the aramco POTM against Namibia 👌

Watch the Highlights 📽️

#U19WorldCup"
"14","1311","12","After restricting Namibia to a low total, Zimbabwe register a comfortable eight-wicket victory 👏

Match Highlights 📽️

#U19WorldCup"
"44","2042","29","Steve Stolk put on a stunning batting display, scoring 86 off just 37 balls with seven fours and eight sixes 🔥 

Relive his aramco POTM Highlights 📽️

#U19WorldCup"
"22","2148","12","South Africa go berserk with bat and chase down Scotland’s total with 23 overs and seven wickets to spare 💥

Match Highlights 📽️

#U19WorldCup"
"28","1032","9","Newman Nyamhuri wins the aramco #POTM for his sizzling 4/21 ⚡

#U19WorldCup #ZIMvNAM"
"51","1894","16","The Young Chevrons have entered the Super Six!

#U19WorldCup #ZIMvNAM"
"60","1516","12","Seven fours and eight sixes in merely 37 balls 😯

Steve Stolk is the aramco #POTM for his bludgeoning 86 👊

#U19WorldCup #SAvSCO"
"175","5811","56","South Africa blazed through their chase of 270 in merely 27 overs 🔥

#U19WorldCup #SAvSCO"
"25","846","7","🇿🇼 team support 💯

Coca-Cola Believing is Magic 📸 | #U19WorldCup"
"141","9993","138","Shahzaib Khan hits an unbeaten 80 off 86 balls, including 10 fours and 3 sixes in Pakistan’s comprehensive victory over New Zealand.

Catch his aramco POTM Highlights 📽️

#U19WorldCup"
"1327","177241","3189","A clinical performance by Pakistan to beat New Zealand by 10 wickets and top Group D 👏

Match Highlights 📽️

#U19WorldCup"
"253","6572","48","Shahzaib Khan's 80* secured a 10-wicket win for Pakistan 👊

He wins the aramco #POTM 👏

#U19WorldCup #PAKvNZ"
"76","5347","129","Steve Stolk is on a rampage 🔥 Fifty in 13 balls! 😲

#U19WorldCup #cricket #cricketreels"
"1489","62126","641","A splendid 10-wicket win helps Pakistan finish at the top of Group D 💪

#U19WorldCup #PAKvNZ"
"6","512","5","“It’s a cool way to finish a great year for Netherlands.”

Bas de Leede was ecstatic on winning the ICC Men’s Associate Cricketer of the Year award for 2023 👏"
"164","16486","193","Steve Stolk smashes 34 runs off Qasim Khan and in the process brings up his fifty in just 13 deliveries 🤯

#U19WorldCup"
"33","1230","23","The ever reliable Pat Cummins, winner of the Sir Garfield Sobers Trophy for ICC Men’s Cricketer of the Year 2023 🙌

#ICCAwards #cricket #cricketreels"
"72","8877","72","Shamyl Hussain nails the pull shot 💪

#U19WorldCup #cricket #cricketreels"
"168","14228","131","“Oh gone, that’s out of the ground.”

Shamyl Hussain goes bang over mid-wicket for a maximum.

#U19WorldCup"
"47","2116","18","West Indies strike late in day three to keep the Gabba Test alive 😯

#WTC25 | #AUSvWI: https://bit.ly/3vO66fn"
"207","4064","35","Ollie Pope's counter-attacking century brings England back into the Hyderabad Test 🔥

#WTC25

#INDvENG: https://bit.ly/48Kg5ky"
"168","12434","35","Aakash Chand turned the cricket field into a gym 😁

#U19WorldCup #Cricket #CricketReels"
"20","895","10","Newman Nyamhuri continues to impress as he disturbs Peter-Daniel Blignaut’s stumps!

#U19WorldCup"
"20","989","4","No stopping Newman Nyamhuri 💥

#U19WorldCup #cricket #cricketreels"
"317","18461","134","Right into Nepal’s cricketing folklore 😍

#U19WorldCup #Cricket #CricketReels"
"183","8137","60","A remarkable hundred from Ollie Pope 🤩

#WTC 25 | #INDvENG"
"2","536","8","Alex Volschenk’s six lands on the roof in Kimberley 🤯

#U19WorldCup #Cricket #CricketReels"
"15","818","6","Tonked on the roof by Alexander Volschenk in Kimberley 🙌

#U19WorldCup"
"12","836","3","Lachlan Stackpole takes the attack to Pakistan 👊

#U19WorldCup #Cricket #CricketReels"
"68","1735","8","Australia need 216 runs to seal a 2-0 series win over the West Indies 👌

#WTC25 | #AUSvWI: https://bit.ly/3SdVJsU"
"9","234","3","Nat Sciver-Brunt - a well-deserved winner of the Rachael Heyhoe Flint Trophy for ICC Women’s Cricketer of the Year 🙌

#ICCAwards #cricket #cricketreels"
"23","1356","13","A terrific wicket and a terrific celebration by Newman Nyamhuri 😎

#U19WorldCup"
"255","42483","768","Brothers of destruction 🤜🤛

#U19WorldCup #Cricket #CricketReels"
"20","1182","8","A pinpoint yorker from Riley Norton has given South Africa their first breakthrough ☝️

#U19WorldCup"
"28","1143","8","Riley Norton nails the yorker ☝️

#U19WorldCup #Cricket #CricketReels"
"196","13222","380","The stumps are in serious danger with Ubaid Shah bowling ⚠️

#U19WorldCup #Cricket #CricketReels"
"1595","159656","2737","Another bowled for Ubaid Shah as he dismantles the middle stump this time 💥

#U19WorldCup"
"136","22480","219","Ubaid Shah gives Pakistan a 🔥 start, uprooting Luke Watson’s off stump!

#U19WorldCup"
"140","12750","201","Ubaid Shah sends the off-stump cartwheeling 🔥

#U19WorldCup #Cricket #CricketReels"
"165","8810","106","Nasser Hussain lauds ICC Men’s ODI Cricketer of the Year 2023 – Virat Kohli 🌟

#ICCAwards #cricket #cricketreels"
"16","452","3","Namibia, Scotland, and New Zealand will bat first in their respective #U19WorldCup encounters 🏏

#ZIMvNAM #SAvSCO #PAKvNZ

"
"31","759","3","ICYMI, here is every single winner of the ICC Awards for the year 2023 🏅

Full list ⬇️"
"21","1101","8","Richard Seletswane channels three top class batters in his ultimate cricketer 🏏

#U19WorldCup #Cricket #CricketReels"
"698","27910","164","The Super Six stage of the #U19WorldCup is shaping up nicely, with three more teams sealing their qualification 👌

More ➡️ https://bit.ly/48K16ai"
"29","1251","14","Good signs for Australia ahead of this year's #T20WorldCup 🙌

The reigning champions cruise to victory over South Africa in their series opener in Canberra 🔥

Scorecard: https://www.icc-cricket.com/matches/226972/australia-women-vs-south-africa-women"
"15","898","9","It's a busy time for Naeem Ahmed, watching two sons represent their country in two different places 🏏🌍📱🏴󠁧󠁢󠁥󠁮󠁧󠁿

#U19WorldCup #Cricket #CricketReels"
"189","9308","45","Who did the push-up celebration better? 👀

#Cricket #CricketReels"
"20","955","5","Kane Williamson is back 🇳🇿

The top-ranked Test batter has been named in New Zealand's squad against South Africa ⬇️

#WTC25"
"51","1011","12","Six teams play their final #U19WorldCup group stage match on Saturday 🏏

Who are you cheering for?"
"32","1387","4","Eager to sign off the #U19WorldCup group stage with a win 🇵🇰

#Cricket #CricketReels"
"207","9305","235","Another big #U19WorldCup win to add to Nepal's collection over the years 👏

The nation's future stars thank family, friends and fans for their support 🏏"
"1827","90461","1667","Another big #U19WorldCup win to add to Nepal's collection over the years 👏

The nation's future stars thank family, friends and fans for their support 🏏"
"1438","63342","1106","Pure excitement all around as Nepal registered a thrilling win at the #U19WorldCup 🙌

#Cricket #CricketReels"
"6","358","4","New Zealand #U19WorldCup stars flex their skills. How many can you do? ⚽🤹‍♂️

#Cricket #CricketReels"
"63","965","208","Two boys from Dominica getting it done for the West Indies 🌴🇩🇲

Stephan Pascal and Nathan Edward show us what cricket is all about as they thank their travelling support at the #U19WorldCup 🗣️"
"2","246","12","Two boys from Dominica getting it done for the West Indies 🌴🇩🇲

Stephan Pascal and Nathan Edward show us what cricket is all about as they thank their travelling support at the #U19WorldCup 🗣️"
"121","8622","64","Nepal and Afghanistan play out an instant classic on Day 8 of the #U19WorldCup while West Indies and Bangladesh advance to the next stage 🔥

#Cricket #CricketReels"
"25","1871","60","""They're always there"" 😍

Namibia's youngsters have some strong backing from the stands 🤗

#U19WorldCup"
"122","1706","13","Nepal's sensational one-wicket win stole the limelight in an action-packed day at the #U19WorldCup 💥

"
"288","20891","82","A special ton from a special player — take a bow, Ariful Islam 🙌

#U19WorldCup #Cricket #CricketReels"
"29","847","7","West Indies beat England in a tense run-chase in Potchefstroom 👊

Match Highlights 📹

#U19WorldCup"
"30","3271","16","West Indies beat England in a tense run-chase in Potchefstroom 👊

Match Highlights 📹

#U19WorldCup"
"156","11825","67","Ariful Islam starred with a hundred and then took a wicket with the ball in Bangladesh's win over USA 🌟

Watch his @aramco POTM highlights 📹

#U19WorldCup"
"483","59193","245","Bangladesh displayed total dominance to overcome USA in Bloemfontein 💪

Match Highlights 📽

#U19WorldCup"
"54","2850","17","Bangladesh displayed total dominance to overcome USA in Bloemfontein 💪

Match Highlights 📽️

#U19WorldCup"
"266","7915","17","Ariful Islam's quickfire hundred set the foundation for a winning total for Bangladesh  👊

He's the aramco #POTM.

#U19WorldCup #USAvBAN"
