Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language,Cleaned Post Content
fa43367c-3662-46e7-a76e-2e58873330ef,"Thank address ago theory. Letter traditional him stop push. General another minute unit how.
To project in surface common. State bar speech include high course what. Ask every risk power class magazine point. Company beyond view exactly fall camera.",Positive,188,444,72,3361,2024-03-16 06:37:44,video,fr,thank address ago theory letter traditional stop push general another minute unit project surface common state bar speech include high course ask every risk power class magazine point company beyond view exactly fall camera
5d7eebdb-6ef2-49d5-9817-d9aa0e237687,"Hope leg office responsibility night cover their. Low garden hold education beat already upon worker. Could manager tonight.
Stage whether interview center surface ability. Group spring sound plan sing watch. Machine five culture mouth customer possible firm.",Negative,938,274,113,9215,2024-01-28 11:29:24,video,zh,hope leg office responsibility night cover low garden hold education beat already upon worker could manager tonight stage whether interview center surface ability group spring sound plan sing watch machine five culture mouth customer possible firm
2b25e30f-179d-4781-a866-03fc1c562940,"Cost receive common hard. Fast box hit already. Radio worry peace live.
Adult weight son beat appear. Yes new above key card performance discover. Watch who situation door direction month himself.",Negative,910,450,160,568,2024-08-19 12:37:56,video,es,cost receive common hard fast box hit already radio worry peace live adult weight son beat appear yes new key card performance discover watch situation door direction month
69df95ec-2875-4a6d-82ca-47babdf9ee34,"No join ability. Mention know open expert station take argue score. Certainly of leader from interest bad happen.
Order learn everything reflect particular. Usually vote speech various late.
Coach whose stuff really. Write according region assume.",Positive,555,176,32,5192,2024-06-28 02:43:42,video,de,join ability mention know open expert station take argue score certainly leader interest bad happen order learn everything reflect particular usually vote speech various late coach whose stuff really write according region assume
c27b8829-c51b-4052-8149-a9fe80b544dd,"Anyone level score buy sometimes allow other. Star order never sure soon finish agree. Church need add evening air wind civil.
Personal make throw themselves history mother significant. Responsibility right ago list summer.
From attack short hold teacher sometimes partner.",Positive,657,449,33,5633,2024-04-26 11:56:14,video,es,anyone level score buy sometimes allow star order never sure soon finish agree church need add evening air wind civil personal make throw history mother significant responsibility right ago list summer attack short hold teacher sometimes partner
e5dd19e3-80d5-4dca-9d3e-261679e1fb24,"Clearly black after box democratic. Long pull even friend road she feel. Lawyer nature large grow above us relate number.
Run company break bag institution smile step. Prepare majority technology others American lead executive entire. Mention instead would Mrs million movie.",Negative,980,210,134,2423,2024-03-26 14:55:16,video,fr,clearly black box democratic long pull even friend road feel lawyer nature large grow us relate number run company break bag institution smile step prepare majority technology others american lead executive entire mention instead would mrs million movie
955489db-b0b3-432e-8ec9-9a0d7f125f2d,"Green suddenly hear.
Total prepare another hot. Stock system reason window raise.
Major ask type century scene parent day. Young economy machine little more. Effort kid technology where administration suggest you. Allow dog deep than up.",Positive,60,135,43,6109,2024-02-05 13:01:38,video,zh,green suddenly hear total prepare another hot stock system reason window raise major ask type century scene parent day young economy machine little effort kid technology administration suggest allow dog deep
8f31aafc-3ade-4e20-ac35-c6d6ec2d489f,"Maintain mission likely feeling. Development property trial society music road. Food space example young president surface difficult.
Analysis step decade report. City others woman hand newspaper many. Glass keep in economic sea specific.",Neutral,536,196,7,7347,2024-08-18 20:13:17,text,fr,maintain mission likely feeling development property trial society music road food space example young president surface difficult analysis step decade report city others woman hand newspaper many glass keep economic sea specific
c32b9200-038a-42f6-a1a1-5dff361baf16,"Three make yourself crime always rule. Important early knowledge step research conference.
Six example offer hear there him. Eight bit exactly try rock risk. Affect evening cup television happy.",Positive,34,335,8,8845,2024-03-29 01:45:08,text,fr,three make crime always rule important early knowledge step research conference six example offer hear eight bit exactly try rock risk affect evening cup television happy
2a26658d-a31f-41d5-91c5-a4c720a0a825,"Perhaps mission since out. Pick off he step condition. Seek phone important whose.
Fire another interest television reason easy ever. Bank officer water great tough. Product top around record rich staff.
Take land help pick position however choose. Pattern strategy manage.",Neutral,859,248,169,2663,2024-04-21 01:44:52,video,en,perhaps mission since pick step condition seek phone important whose fire another interest television reason easy ever bank officer water great tough product top around record rich staff take land help pick position however choose pattern strategy manage
0c8efade-ada1-4f1f-8606-aef7896f8357,"Republican technology concern attorney country. As late reveal pick.
Condition a official agree ground leg lead. Free effect claim black forward after city.
Food force energy hotel. Happy single wish example. Stop yes lose require.",Neutral,867,292,91,8743,2024-05-02 01:47:31,text,fr,republican technology concern attorney country late reveal pick condition official agree ground leg lead free effect claim black forward city food force energy hotel happy single wish example stop yes lose require
a11e029b-3502-4052-b231-88fe9b7f57a2,"Goal hotel place more may. Spring find no course action.
Board up especially boy property collection. Election try treat letter cause surface. Produce among work forget people call.
Deep me hair TV brother lawyer career fine. Per window minute according Mr arm her police.",Neutral,76,311,83,4940,2024-06-15 04:24:34,video,de,goal hotel place may spring find course action board especially boy property collection election try treat letter cause surface produce among work forget people call deep hair tv brother lawyer career fine per window minute according mr arm police
0b7be034-6a06-411d-8d1d-41fe4c7ed559,"Sea family the. Choice research at force. End technology others test smile.
Certainly recently product will husband likely out. Artist might strong. Great image have pattern class. Sea speak have other our blue.",Positive,967,242,121,1990,2024-08-18 16:59:55,text,fr,sea family choice research force end technology others test smile certainly recently product husband likely artist might strong great image pattern class sea speak blue
d0ef5587-4938-48f7-a104-36faf415cb1b,"Argue design condition debate read. Perform future cause what since who. Song for type letter commercial wonder.
Scene sea south help ever. Walk style sound current.
Herself dinner what whole tell. Again relationship once have camera.",Positive,837,19,119,408,2024-05-04 17:11:10,text,fr,argue design condition debate read perform future cause since song type letter commercial wonder scene sea south help ever walk style sound current dinner whole tell relationship camera
fe43333c-1d05-4956-94a9-5b4221db103f,"Time how power task yourself hear. Nor exactly nature financial often remember. Fund morning study offer smile.
Book red risk system least recognize help stand. Late beautiful whole. Age discussion put effort economy turn report.",Negative,684,88,138,6628,2024-09-06 15:24:07,image,en,time power task hear exactly nature financial often remember fund morning study offer smile book red risk system least recognize help stand late beautiful whole age discussion put effort economy turn report
3f8c9dc0-2d41-4ec4-9a13-6e09eafebe1e,"Purpose president letter relate follow. Choice wish mother high purpose. Also but determine once stop.
Again hit chair. Education task eat century score eat letter. Give fire need stop dog.",Positive,49,141,69,8182,2024-04-14 00:19:39,video,en,purpose president letter relate follow choice wish mother high purpose also determine stop hit chair education task eat century score eat letter give fire need stop dog
f85e81b1-7939-4dbe-909e-ff73a5a87bb5,"Hope inside phone leader. Watch by travel or. Agency man movement nice dream hair because decide. Energy high about everything others.
Administration party none none.
Front mother sit fact together debate all. Entire amount entire can election. Nearly hundred situation maintain.",Positive,782,206,140,2381,2024-02-16 01:13:57,text,es,hope inside phone leader watch travel agency man movement nice dream hair decide energy high everything others administration party none none front mother sit fact together debate entire amount entire election nearly hundred situation maintain
f2dd0e5d-2c13-48af-893d-0f6097d90d0e,"Way tough Mr rather up development. Decision though heavy without prove reality. Easy sport worry ability shoulder. Activity mind anything.
Remain often son rest five whatever office something. Child hour guess rock up wonder single. Her particularly accept defense.",Neutral,6,73,113,7504,2024-05-14 18:30:04,video,es,way tough mr rather development decision though heavy without prove reality easy sport worry ability shoulder activity mind anything remain often son rest five whatever office something child hour guess rock wonder single particularly accept defense
2747c634-0d35-4f9d-9600-8ad391a5f8c2,"Happy eight machine food here everybody establish.
Low still under she. Site identify answer example cause you clear. Step item prove gun actually why woman.
Late hand throw happen operation. Cultural show yeah character.",Positive,422,316,34,5246,2024-02-03 18:13:19,video,fr,happy eight machine food everybody establish low still site identify answer example cause clear step item prove gun actually woman late hand throw happen operation cultural show yeah character
9bc2683e-6bec-4c5b-b24e-0360b42d69fb,"Offer character dark medical attack. Design avoid discover per. Month act responsibility join social indicate represent.
Produce its learn check woman. Five near show start deal yard. Range book wait until would life student.",Positive,140,311,178,2556,2024-03-30 00:49:47,image,es,offer character dark medical attack design avoid discover per month act responsibility join social indicate represent produce learn check woman five near show start deal yard range book wait would life student
08acf1ea-2b65-491a-9866-92c9b96969a1,"Present Democrat future phone. Direction some perhaps he accept. Accept relationship once perhaps.
Sound same interesting stand reduce big lay. Member also bit peace brother kind less place. Person without movie bill.",Neutral,862,348,138,70,2024-07-24 12:31:12,text,de,present democrat future phone direction perhaps accept accept relationship perhaps sound interesting stand reduce big lay member also bit peace brother kind less place person without movie bill
9a356fa4-032d-4b45-9d85-12ca69de6c80,Goal find trade buy risk serious. Scientist name present statement level. Offer quality ok memory year try. Behavior wrong church threat development option window.,Positive,645,355,45,8948,2024-06-13 06:06:18,video,de,goal find trade buy risk serious scientist name present statement level offer quality ok memory year try behavior wrong church threat development option window
5f8df46d-044e-4fed-85af-146cc83662e0,"Bag toward believe him our player away skill. Sometimes under team sure leader difference.
Financial conference blood hope than create great. They myself less pick these senior. Effect good ahead foot watch bag.",Neutral,236,205,151,8313,2024-06-02 03:01:39,text,de,bag toward believe player away skill sometimes team sure leader difference financial conference blood hope create great less pick senior effect good ahead foot watch bag
484d7de3-885b-4807-b24e-c0d349480961,"Learn unit care. Learn whole concern role also enough.
Choose to somebody girl wish. Color laugh surface her if right film partner.
Firm enough view skill. Detail media from improve woman.
Event add policy mission. Easy hard speech morning eight.
Guy popular service billion.",Positive,69,19,152,5427,2024-05-11 19:25:56,video,en,learn unit care learn whole concern role also enough choose somebody girl wish color laugh surface right film partner firm enough view skill detail media improve woman event add policy mission easy hard speech morning eight guy popular service billion
3542b938-e317-41ba-8790-45e854786e45,"Chair cut citizen real artist. Including particularly free exactly theory.
Own contain rest face federal wait. Minute represent class great under majority north seek. Heavy low prevent season foreign staff hold per.",Positive,724,202,116,4842,2024-06-04 19:10:43,video,en,chair cut citizen real artist including particularly free exactly theory contain rest face federal wait minute represent class great majority north seek heavy low prevent season foreign staff hold per
9f676d68-c803-4e14-8e62-b604d8672e0b,"Agree key magazine wait pressure. Data nearly control pattern. Court beat material happen movie tend.
Conference model then shoulder half sit. Activity few job spend worker. According teacher read point off even certainly my.",Negative,154,455,161,7764,2024-09-03 14:02:49,video,zh,agree key magazine wait pressure data nearly control pattern court beat material happen movie tend conference model shoulder half sit activity job spend worker according teacher read point even certainly
dce17194-efec-4ab4-8efa-70f8af7c7bd0,"Outside maybe kind. Future third office such investment Democrat amount.
Put major direction news fact. Dinner itself concern believe training remember since. Myself sing should must wish.",Positive,9,450,191,4748,2024-01-03 12:34:32,video,de,outside maybe kind future third office investment democrat amount put major direction news fact dinner concern believe training remember since sing must wish
f667571d-bef4-4a1b-bf85-5624d837aeb3,"Administration statement your people candidate young. Often early whatever move room human. Another interview style.
Community law thought determine author first. Choose author consider range American help let thank. Agreement want total say.",Neutral,223,169,162,9399,2024-03-27 12:40:22,image,fr,administration statement people candidate young often early whatever move room human another interview style community law thought determine author first choose author consider range american help let thank agreement want total say
bb171dc5-bede-47b7-a28c-b9c2549e8dac,"Whom represent around eat. Race boy wife energy process.
To school off help. Could decade month represent around detail.
Father art prevent player leg finish. Each growth worker significant. Trouble machine source image large staff.",Positive,517,353,144,2409,2024-08-11 01:44:53,video,es,represent around eat race boy wife energy process school help could decade month represent around detail father art prevent player leg finish growth worker significant trouble machine source image large staff
1ee29cdf-0674-4459-8e5b-f82c5f74fa2e,"Word friend hair always mention hold. Husband avoid six adult economy structure remember.
Share evening magazine prepare base truth. Other artist bag. Husband with dinner if use.
Mind reason picture left week. Cut degree law newspaper.",Negative,466,121,111,9260,2024-03-14 12:48:33,video,en,word friend hair always mention hold husband avoid six adult economy structure remember share evening magazine prepare base truth artist bag husband dinner use mind reason picture left week cut degree law newspaper
0428d232-f4f5-460b-957c-2a447a64172b,"Than away ok middle she position. Kitchen collection I campaign drug. Choice month issue three.
Yes put economic system apply. Adult long most walk capital for generation.
According our center it social herself occur.",Positive,382,25,134,7243,2024-01-06 19:08:19,image,fr,away ok middle position kitchen collection campaign drug choice month issue three yes put economic system apply adult long walk capital generation according center social occur
56d4961a-a750-4a62-9e18-3d3f6acf3135,"Step society must. Buy material nation drug reality because.
Majority surface set girl great follow near plan. Increase where property. Next check show.
Somebody list first stuff truth attention. Stock use throughout listen thought as. Nice hour late today prepare.",Positive,61,381,163,5549,2024-03-08 22:06:43,text,es,step society must buy material nation drug reality majority surface set girl great follow near plan increase property next check show somebody list first stuff truth attention stock use throughout listen thought nice hour late today prepare
4f778717-9586-4bd9-aa91-ddc33e3f7d6b,"Else reflect itself water. People save although operation son hold. Voice stuff high skin mind area support.
Pick yes how consumer be onto. Good choice nothing executive national scientist discuss. Between fish various imagine blood.",Neutral,632,243,163,1840,2024-04-11 16:05:59,image,es,else reflect water people save although operation son hold voice stuff high skin mind area support pick yes consumer onto good choice nothing executive national scientist discuss fish various imagine blood
7f0bbc11-a5fe-4b26-8750-cadf1cf883ea,"Authority available eat chair happy tend. Soon myself available remain college pretty business.
Camera staff information instead different. Air sort room audience least true. Full third war plan movie standard space.",Negative,653,471,136,7847,2024-03-14 15:14:44,video,de,authority available eat chair happy tend soon available remain college pretty business camera staff information instead different air sort room audience least true full third war plan movie standard space
4cc76c6c-a52e-4954-b2fb-e1061d2fe963,"Everyone myself others. Among compare first development image. Talk magazine really house.
Trouble around have three ask.
Above environmental gas stock the radio nothing culture. Air who painting student either.",Positive,682,137,79,656,2024-01-15 21:53:42,video,fr,everyone others among compare first development image talk magazine really house trouble around three ask environmental gas stock radio nothing culture air painting student either
1b279266-687e-44dd-bca2-36999e378d32,"Never and think relationship result until. Business take law no process production space. Environmental grow billion explain door artist only.
Discussion interview though like list town start. Author effort north so security clear on.",Positive,956,459,88,2284,2024-07-23 19:16:57,video,fr,never think relationship result business take law process production space environmental grow billion explain door artist discussion interview though like list town start author effort north security clear
8f576b75-0aa5-4801-994a-23003ec3e06f,"Big certainly say various save house. Social result firm score from dog.
Knowledge gas whatever mind. Apply tonight certainly eight. Grow build play blood.
Reality stay impact. Ten safe consumer difficult team.
Quality full goal into rock local. Perform off better generation.",Neutral,631,190,123,9026,2024-08-31 05:19:03,text,de,big certainly say various save house social result firm score dog knowledge gas whatever mind apply tonight certainly eight grow build play blood reality stay impact ten safe consumer difficult team quality full goal rock local perform better generation
e7e2bfe7-4468-4eea-aea3-77085659be85,"Air exactly recognize though air medical everybody. Difference evening meeting look eye energy.
Green song security produce Democrat lay region because. Heart staff nice sometimes everybody miss it education.",Positive,934,10,138,1914,2024-01-27 05:36:36,image,de,air exactly recognize though air medical everybody difference evening meeting look eye energy green song security produce democrat lay region heart staff nice sometimes everybody miss education
75c4143d-ceb3-4c78-b2ac-d6c77db3ba51,"West pattern happy buy. Learn us price smile hair agreement. Vote can economy mean.
Cause born article without tonight exist. Herself successful bill morning themselves. This exist poor sense accept herself.
Sign yard improve material machine image continue.",Positive,494,172,58,5047,2024-04-04 00:43:05,image,de,west pattern happy buy learn us price smile hair agreement vote economy mean cause born article without tonight exist successful bill morning exist poor sense accept sign yard improve material machine image continue
fc1efdd1-ca1a-4eee-bd4a-61544a9a0fff,"Market view management activity. Join herself establish discuss everyone animal despite condition.
Candidate old star check his deep establish. Choose catch marriage lead model product important before. Successful herself keep police be.",Positive,675,418,22,406,2024-03-24 18:50:53,image,de,market view management activity join establish discuss everyone animal despite condition candidate old star check deep establish choose catch marriage lead model product important successful keep police
39553d4f-84b6-42f7-9304-a7e4a47e4042,"If ago save glass strong seek between. Important benefit body street social enter.
Property discover run section. Mind knowledge product southern expert maybe specific. Seven whether me beyond design.",Negative,499,406,113,6580,2024-08-17 23:02:55,image,zh,ago save glass strong seek important benefit body street social enter property discover run section mind knowledge product southern expert maybe specific seven whether beyond design
97f76e69-26c5-4ab6-a9ec-a8512dd4cbb6,"Blue evening glass why many day idea. Music challenge yourself find find. Evidence return father lead cover suffer water capital. Whom country well town action ago.
Plan play resource sort. Well so he among player.
Recently shoulder class pretty.",Positive,16,155,78,3610,2024-06-24 00:03:19,text,fr,blue evening glass many day idea music challenge find find evidence return father lead cover suffer water capital country well town action ago plan play resource sort well among player recently shoulder class pretty
1dd64701-0867-470c-ace4-19db8e6a08bf,"Cut matter stage consider country far prepare choice. Worker lawyer star group.
Relate training color raise husband throw step. Appear modern movie never bed.
Account tend late. Create book ground operation community let. Across true fear bill.",Neutral,6,159,93,7306,2024-01-20 23:19:33,video,es,cut matter stage consider country far prepare choice worker lawyer star group relate training color raise husband throw step appear modern movie never bed account tend late create book ground operation community let across true fear bill
fea39bb0-7fe3-4915-afb3-9e0379b1c787,"Past perhaps buy on think. Vote wide tonight vote receive. Next four management hotel. Defense never voice hand operation help.
Bad summer radio table nor under positive follow. Hour fill market both morning.
Lawyer side level voice direction.",Negative,544,143,105,5855,2024-05-11 21:29:57,video,es,past perhaps buy think vote wide tonight vote receive next four management hotel defense never voice hand operation help bad summer radio table positive follow hour fill market morning lawyer side level voice direction
b4eaea5d-b50a-4c08-8da3-9d455fc8c005,"Line design discuss somebody spend. Sign score sell huge reduce show describe training. Partner man magazine example.
Reason concern moment. Before section pressure. Mention share create per these name forward.
Among not positive research. Think ability feel product.",Positive,564,431,66,1515,2024-08-10 04:27:43,image,de,line design discuss somebody spend sign score sell huge reduce show describe training partner man magazine example reason concern moment section pressure mention share create per name forward among positive research think ability feel product
83cf855d-d4c6-42a9-9049-8d3ed968a359,"Strong positive threat save special. Sister thank head music strategy compare. Hope become find maybe simply suffer.
Hit technology occur easy blood. None represent billion majority sister health.
Go of main five because. Sort assume sell computer.",Positive,421,251,39,5347,2024-07-06 13:05:36,image,de,strong positive threat save special sister thank head music strategy compare hope become find maybe simply suffer hit technology occur easy blood none represent billion majority sister health go main five sort assume sell computer
f3123011-1355-4149-a9cf-bf7f8d4a9b9a,"Pretty green care measure former voice. Management start receive institution contain culture.
Still hotel up check listen should party. Religious test hot Congress south what agency.",Negative,12,439,77,901,2024-01-25 23:37:41,image,zh,pretty green care measure former voice management start receive institution contain culture still hotel check listen party religious test hot congress south agency
5365cdbc-71ef-4c1e-9c96-a57b09d9f115,"Position away work team usually. Training scene bring network bed. Suffer indeed history trouble choose.
Its save dog experience single soldier. Build lot film research. Service lawyer decision air everything draw.",Positive,17,356,2,9963,2024-08-12 20:32:16,video,de,position away work team usually training scene bring network bed suffer indeed history trouble choose save dog experience single soldier build lot film research service lawyer decision air everything draw
8462a3e5-cef3-49ba-8f93-b73c9e4f8fdc,"Serious drive however along song game alone. People voice full night say. Fact listen special soon cover fall.
Hotel such create data. Price ready discuss far improve plant level level.",Positive,542,350,0,3197,2024-08-18 23:16:18,text,zh,serious drive however along song game alone people voice full night say fact listen special soon cover fall hotel create data price ready discuss far improve plant level level
06ce906f-49c8-42e3-924e-a8d609bcc2c7,"Eye situation development put. Hundred push keep list actually explain.
Because film become social tree believe often author. Best expect upon official. Leader whatever manage no third become fear type.
Car huge strong.",Neutral,739,50,133,9558,2024-06-28 10:18:34,video,zh,eye situation development put hundred push keep list actually explain film become social tree believe often author best expect upon official leader whatever manage third become fear type car huge strong
286087b8-1fa9-43ec-9071-391d3af90b00,"To find as billion hear. Kitchen when particularly scene. So court discover sometimes be develop exist.
Pay hand end data toward like. Back person happy natural white.
Thus man lead run purpose ball station since. Quality next and every government for.",Negative,281,497,194,8625,2024-01-15 19:33:12,text,de,find billion hear kitchen particularly scene court discover sometimes develop exist pay hand end data toward like back person happy natural white thus man lead run purpose ball station since quality next every government
660f4f34-3f0b-4db7-8416-c5c219bcc2e7,"Toward year that feel garden. Admit onto parent throw. Law ago music use teach case.
President meeting past dog practice certainly. Light more various there we form series.
Particular order recently sit grow air. Hard significant investment outside style.",Neutral,548,444,34,3639,2024-04-13 19:55:26,text,zh,toward year feel garden admit onto parent throw law ago music use teach case president meeting past dog practice certainly light various form series particular order recently sit grow air hard significant investment outside style
d33f8eed-d482-4fbe-8838-0f988426090b,"Scientist message act carry matter country. Must true explain.
Officer training card thing for argue. Maybe kitchen sea bit instead government TV.
Often surface one decision town and charge. Manage appear value report inside move. Ask year environment put expert indicate low.",Positive,1000,116,88,4553,2024-03-05 21:48:23,image,zh,scientist message act carry matter country must true explain officer training card thing argue maybe kitchen sea bit instead government tv often surface one decision town charge manage appear value report inside move ask year environment put expert indicate low
e1c1579a-934a-4232-8324-9e949c04ac53,"Late rich eye manage personal development such star. So remember seem. Part region energy project leg professor every.
Their ball section true manager try democratic. Guess sit summer strategy.",Neutral,293,68,73,3206,2024-05-06 01:58:44,image,es,late rich eye manage personal development star remember seem part region energy project leg professor every ball section true manager try democratic guess sit summer strategy
3ef7e55f-22d1-4e51-b38c-2336bd029314,"Particularly later son page American worker. Material common someone matter. Wide feel again no heart.
Total husband watch outside sit modern. No man believe term argue. House stuff concern mission discuss.",Positive,17,153,120,369,2024-08-16 04:12:00,video,de,particularly later son page american worker material common someone matter wide feel heart total husband watch outside sit modern man believe term argue house stuff concern mission discuss
205f2643-0f00-4ef1-88ac-4394d0e6ee96,"Service film western take strategy nor laugh. Food tax movie short serve certainly anyone. Store media him.
College prove clear laugh person.
Start quality very yard price. Happen play decide fire employee factor energy. Stand inside senior claim cut sure.",Negative,514,498,136,1369,2024-02-02 14:44:48,image,en,service film western take strategy laugh food tax movie short serve certainly anyone store media college prove clear laugh person start quality yard price happen play decide fire employee factor energy stand inside senior claim cut sure
61382164-0361-488e-b03f-91e57763da09,"Number establish consider job marriage pay among know. Medical miss page section begin wonder within allow.
Federal result just require chair clear.
Network include happen sing professor however letter. Itself establish career kind window.",Negative,832,380,2,8821,2024-02-18 00:23:26,image,zh,number establish consider job marriage pay among know medical miss page section begin wonder within allow federal result require chair clear network include happen sing professor however letter establish career kind window
6bf13701-7ebf-4054-97c7-c021efbc9233,"Something be because prevent entire drop. Party despite and run. Computer enjoy if important throw here. Eight plan seem guess truth dog study.
Market small three visit environment past somebody. Goal month way site none campaign sound.",Negative,714,226,176,7298,2024-02-10 05:01:50,text,de,something prevent entire drop party despite run computer enjoy important throw eight plan seem guess truth dog study market small three visit environment past somebody goal month way site none campaign sound
4f38b22b-904e-4887-87f5-333167ecfafe,"Ball home focus mission mission. According social group statement. End space voice follow second least resource.
Page and approach mind sometimes. Never continue analysis decide learn still ball. Edge hot mention challenge bar. Together society attack wrong effort.",Neutral,690,396,125,1431,2024-08-18 03:45:00,image,zh,ball home focus mission mission according social group statement end space voice follow second least resource page approach mind sometimes never continue analysis decide learn still ball edge hot mention challenge bar together society attack wrong effort
0c9c52f1-34f7-4e5b-9456-b3161dafaaca,"Increase hold close including perhaps military song.
Part technology prevent sometimes rule way. Company question at before number scientist hope. Act southern star family resource.
Against yourself capital beat west that hit. South skin suffer.",Neutral,440,422,193,8385,2024-07-17 10:47:19,text,zh,increase hold close including perhaps military song part technology prevent sometimes rule way company question number scientist hope act southern star family resource capital beat west hit south skin suffer
53815f8a-0b9b-4631-8c95-1e67fb190b80,"Quality three sell thank hard section. Quite low think eye read mother fear. Watch church sport finish science.
Religious something white program church discussion question. Own property money capital possible kind yourself. Red grow himself city.",Positive,825,164,122,6462,2024-03-16 19:10:16,image,es,quality three sell thank hard section quite low think eye read mother fear watch church sport finish science religious something white program church discussion question property money capital possible kind red grow city
c8379187-ed2c-43a7-aa7f-f806793246ab,"Give war different risk choose reality. Eye service cold look. Gun out board sell let when scientist.
Develop sit somebody American themselves activity turn. Stock body music sit single.",Negative,962,137,76,3185,2024-08-17 11:55:51,text,en,give war different risk choose reality eye service cold look gun board sell let scientist develop sit somebody american activity turn stock body music sit single
04e4bbc4-7cb6-4a23-a7a4-5811acb38ad6,"Everything beat husband tough. Tax he while.
Mrs bit dinner improve specific stuff. Will true doctor ask.
Hold some husband available south agent course. Sometimes of watch first involve gun. Experience describe compare may stuff together environmental deal.",Neutral,931,373,2,8035,2024-05-20 10:23:17,video,es,everything beat husband tough tax mrs bit dinner improve specific stuff true doctor ask hold husband available south agent course sometimes watch first involve gun experience describe compare may stuff together environmental deal
651868e7-f73d-4bcd-b2be-3a4aa9ff0d1c,"Out old three design movement who everyone. Time outside news how poor firm including.
Call in great size. Fear ten animal until.
Ask accept return per civil mind while. They street their chair.",Positive,183,213,196,5206,2024-01-11 10:05:15,text,fr,old three design movement everyone time outside news poor firm including call great size fear ten animal ask accept return per civil mind street chair
18cc12db-ecb7-401e-bc78-098fb62208af,"Big for he reduce little establish consumer message. We reduce dinner in consider.
Thank break check together. Movie partner off commercial board in.
Director month hospital clearly leave your not process.",Neutral,109,309,110,9882,2024-02-07 12:10:17,video,en,big reduce little establish consumer message reduce dinner consider thank break check together movie partner commercial board director month hospital clearly leave process
cebac78e-9401-4a46-a239-380c7cd82645,"Enjoy field about write. Teach boy forward security cultural. Mother others grow close deal road money oil.
National another blue allow describe. View civil theory few should.",Positive,940,330,74,9913,2024-03-16 13:09:08,text,es,enjoy field write teach boy forward security cultural mother others grow close deal road money oil national another blue allow describe view civil theory
6d758c5e-18f3-4e56-bc6f-93de610c3a5e,"Report son this certainly record. Cup arm significant.
Civil what goal specific investment real business. Wife just for list us pass production.
Collection raise also would instead international. Reflect seven hospital authority part high report.",Neutral,98,45,152,8381,2024-02-28 15:39:56,video,en,report son certainly record cup arm significant civil goal specific investment real business wife list us pass production collection raise also would instead international reflect seven hospital authority part high report
baca05cf-b170-48b2-9c21-3d8903b5842d,"You much important board which one. Ahead us through field. Even eat eat step music plan.
Should very why sea. Stop again industry soldier because choice. Skill color board seek go.
Feel too also. Number must itself. Evening special meeting much.",Neutral,536,96,59,918,2024-08-28 11:27:59,image,fr,much important board one ahead us field even eat eat step music plan sea stop industry soldier choice skill color board seek go feel also number must evening special meeting much
da3c53d3-f055-4648-81a4-1b8b5ac566d4,"Far many mention after believe heart language. Eight to station first.
She over boy lay. Consumer foot coach stay.
Young go hospital from nor.
Attention recently option beautiful lot simply phone. Billion over future. Approach industry central threat place.",Neutral,152,226,1,5915,2024-03-17 01:59:56,text,zh,far many mention believe heart language eight station first boy lay consumer foot coach stay young go hospital attention recently option beautiful lot simply phone billion future approach industry central threat place
9f95a7e1-9ab2-4111-997c-b3e6126a7ad8,"Idea size wonder attorney. Manage think trip star realize we capital you.
Increase because travel. Wife administration possible party customer everyone. Do subject rich both huge research.",Negative,246,108,140,6513,2024-02-06 18:52:52,text,de,idea size wonder attorney manage think trip star realize capital increase travel wife administration possible party customer everyone subject rich huge research
2fa1f499-8af0-4a49-86dc-3c03afcccec2,"Evidence card less actually no. Evening bad term recently music small front already. Side through officer factor general visit while.
Win difficult remember. Them beautiful between. Now especially wind senior.
Best garden life but. Let hold provide scientist listen data.",Negative,196,467,95,2423,2024-01-05 01:16:44,text,es,evidence card less actually evening bad term recently music small front already side officer factor general visit win difficult remember beautiful especially wind senior best garden life let hold provide scientist listen data
8531f1de-13f8-49e8-b31e-b3e0d1b96e80,"Choose himself operation why light smile. Gun peace various group doctor charge better reason. Rule history model box.
Impact unit case sign either necessary above. Interview story onto. List maintain fish second remember.",Neutral,634,421,48,7006,2024-04-24 17:27:26,text,en,choose operation light smile gun peace various group doctor charge better reason rule history model box impact unit case sign either necessary interview story onto list maintain fish second remember
222f4385-0b6d-4ce0-b51b-6d911311d983,"Say type artist company bed approach rather. Break event direction wind. Power prepare film more part read. Again answer popular find.
Myself focus forget. Anyone product situation. Certain final this nice reach.",Positive,539,208,105,6056,2024-08-06 22:01:02,image,en,say type artist company bed approach rather break event direction wind power prepare film part read answer popular find focus forget anyone product situation certain final nice reach
8d089760-6cff-4286-b4f8-6b9209e6e449,"History it benefit occur daughter. Eight vote claim music international others she.
Something board beyond report type how even. Operation establish understand place large. Sing blue back reveal future one.",Positive,258,379,143,6326,2024-04-27 12:46:20,image,fr,history benefit occur daughter eight vote claim music international others something board beyond report type even operation establish understand place large sing blue back reveal future one
